,bad_bigram,V2,sentiment,genre,
3471,head chef,10,,,
3472,head of,10,,,
3473,hear the,15,,,
3474,hear there,10,,,
3475,heart but,10,,,
3476,heather graham,15,,,
3477,heavily on,10,,,
3478,hed be,15,,,
3479,heeft de,16,,,
3480,heeft een,9,,,
3481,heelshire jim,10,,,
3482,heelshires drive,8,,,
3483,helene a,10,,,
3484,hell do,7,,,
3485,help but,29,,,
3486,help feel,10,between,,
3487,help her,15,,,
3488,help him,15,,,
3489,help of,19,,,
3490,help that,14,,,
3491,helping of,15,,,
3492,her a,237,,,
3493,her all,15,,,
3494,her and,115,,,
3495,her another,10,,,
3496,her as,15,,,
3497,her being,10,,,
3498,her but,30,,,
3499,her character,15,,,
3500,her do,15,,,
3501,her ex,35,,,
3502,her face,10,,,
3503,her for,40,,,
3504,her former,10,,,
3505,her friend,10,,,
3506,her husband,10,,,
3507,her in,132,,,
3508,her intentions,10,,,
3509,her life,10,,,
3510,her missing,9,,,
3511,her no,20,,,
3512,her only,8,,,
3513,her or,24,,,
3514,her other,15,,,
3515,her own,10,,,
3516,her performance,10,between,,
3517,her quest,10,,,
3518,her search,20,,,
3519,her sister,70,,,
3520,her so,35,,,
3521,her some,25,,,
3522,her story,20,,,
3523,her stuff,9,,,
3524,her that,15,,,
3525,her the,69,,,
3526,her there,15,,,
3527,her to,69,,,
3528,her twin,43,,,
3529,her two,20,,,
3530,her while,15,,,
3531,her with,25,,,
3532,here  it,10,,,
3533,here and,65,,,
3534,here are,273,,,
3535,here but,40,,,
3536,here everyone,10,,,
3537,here i,344,,,
3538,here in,35,,,
3539,here is,246,,,
3540,here no,20,,,
3541,here on,25,,,
3542,here or,10,,,
3543,here that,35,,,
3544,here theres,10,,,
3545,here to,25,,,
3546,here with,20,,,
3547,hes a,89,,,
3548,hes done,10,,,
3549,hes just,20,between,,
3550,hes kind,10,,,
3551,hes more,10,,,
3552,hes not,20,between,,
3553,hes the,20,,,
3554,hes too,10,,,
3555,high art,10,,,
3556,high end,10,,,
3557,high school,15,,,
3558,highly important,10,,,
3559,highly recommend,15,positive,,
3560,hilarious dad,9,,,
3561,hilarious i,28,,,
3562,hilarious it,10,,,
3563,hilarious moments,10,positive,,
3564,hilarious not,7,negative,,
3565,hilarious the,23,,,
3566,hilarity  thi,9,,,
3567,hills cop,16,,,
3568,him a,80,,,
3569,him and,30,,,
3570,him as,15,,,
3571,him go,10,,,
3572,him in,25,,,
3573,him on,20,,,
3574,him out,24,,,
3575,him that,10,,,
3576,him the,10,,,
3577,him to,50,,,
3578,him up,20,,,
3579,him with,10,,,
3580,himself  ,25,,,
3581,himself  s,10,,,
3582,himself and,15,,,
3583,himself by,10,,,
3584,himself in,10,,,
3585,himself to,10,,,
3586,hired as,9,,,
3587,hires a,10,,,
3588,his acting,15,,,
3589,his american,10,,,
3590,his and,33,,,
3591,his body,10,,,
3592,his career,20,,,
3593,his cast,10,,,
3594,his character,79,,,
3595,his characters,10,,,
3596,his children,15,,,
3597,his cooking,8,,,
3598,his effort,10,between,,
3599,his family,20,,,
3600,his fans,10,,,
3601,his first,9,,,
3602,his floundering,8,negative,,
3603,his food,20,,,
3604,his grand,50,,,
3605,his grandfather,20,,,
3606,his grandson,15,,,
3607,his hands,10,,,
3608,his home,15,,,
3609,his however,10,,,
3610,his is,531,,,
3611,his journey,10,,,
3612,his kids,20,,,
3613,his kitchen,15,,,
3614,his life,10,,,
3615,his many,15,,,
3616,his movie,1177,,,
3617,his movies,9,,,
3618,his name,15,,,
3619,his own,55,,,
3620,his paris,10,,,
3621,his performance,9,between,,
3622,his personal,20,,,
3623,his plan,15,,,
3624,his restaurant,15,,,
3625,his role,20,,,
3626,his step,17,,,
3627,his stepchildren,7,,,
3628,his story,25,,,
3629,his talent,20,between,,
3630,his talents,10,,,
3631,his temper,10,,,
3632,his th,74,,,
3633,his third,24,,,
3634,his true,10,,,
3635,his usual,15,,,
3636,his way,31,,,
3637,his wedding,15,,,
3638,his who,10,,,
3639,his wife,30,,,
3640,his wifes,10,,,
3641,his worst,10,negative,,
3642,his worth,10,,,
3643,history of,25,,,
3644,hit and,24,,,
3645,hit in,10,,,
3646,hit the,19,,,
3647,hits the,10,,,
3648,hitting the,15,,,
3649,holes i,10,,,
3650,holes that,10,,,
3651,home  ,15,,,
3652,home a,40,,,
3653,home and,15,,,
3654,home ferrell,10,,,
3655,home for,15,,,
3656,home fortunately,10,,,
3657,home has,19,,,
3658,home he,15,,,
3659,home in,10,,,
3660,home is,153,,,
3661,home isnt,9,,,
3662,home on,14,,,
3663,home sequel,10,,,
3664,home the,15,,,
3665,home to,10,,,
3666,home was,8,,,
3667,home would,10,,,
3668,homes in,10,,,
3669,homicide detective,15,,,
3670,honestly a,10,between,,
3671,honestly i,19,,,
3672,honestly it,10,,,
3673,honestly this,9,between,,
3674,hope it,14,between,,
3675,hoped that,10,between,,
3676,hoping for,15,between,,
3677,hoping to,14,between,,
3678,horrible and,9,negative,,
3679,horrible bosses,10,,,
3680,horrible movie,10,negative,,
3681,horrible the,9,negative,,
3682,horror effort,15,negative,,
3683,horror fan,20,,,
3684,horror fans,10,,,
3685,horror film,119,,,
3686,horror films,50,,,
3687,horror flick,25,,,
3688,horror genre,25,,,
3689,horror is,10,,,
3690,horror movie,263,,,
3691,horror movies,123,,,
3692,horror story,10,,,
3693,horror the,15,,,
3694,horror thriller,25,,,
3695,horror you,10,,,
3696,horrors do,8,,,
3697,hot as,10,,,
3698,hot but,10,,,
3699,hot chef,10,,,
3700,hour  minut,9,,,
3701,hour and,39,,,
3702,hour of,14,,,
3703,hour with,9,,,
3704,hours i,15,,,
3705,hours long,10,,,
3706,hours of,10,,,
3707,house about,7,,,
3708,house and,15,,,
3709,house film,10,,,
3710,house her,14,,,
3711,house i,15,,,
3712,house the,15,,,
3713,house with,10,,,
3714,houses in,10,,,
3715,how a,19,,,
3716,how and,9,,,
3717,how bad,25,negative,,
3718,how did,8,,,
3719,how good,15,positive,,
3720,how he,24,,,
3721,how her,10,,,
3722,how i,48,,,
3723,how it,25,,,
3724,how its,10,,,
3725,how jess,10,,,
3726,how many,19,,,
3727,how much,15,,,
3728,how my,10,,,
3729,how on,13,,,
3730,how people,10,,,
3731,how the,59,,,
3732,how this,20,,,
3733,however i,45,,,
3734,however if,10,,,
3735,however it,15,,,
3736,however the,60,between,,
3737,however there,10,between,,
3738,however this,15,between,,
3739,humor  ,25,,,
3740,humor  a,9,,,
3741,humor and,20,,,
3742,humor but,10,,,
3743,humor in,15,,,
3744,humor is,15,,,
3745,humor that,25,,,
3746,humor the,15,,,
3747,humour is,20,,,
3748,hundred foot,20,,,
3749,hunger games,10,,,
3750,i absolutely,10,,,
3751,i actually,25,,,
3752,i admired,10,positive,,
3753,i also,35,,,
3754,i always,10,,,
3755,i am,78,,,
3756,i began,9,,,
3757,i believe,15,,,
3758,i bought,10,,,
3759,i can,178,,,
3760,i cannot,9,between,,
3761,i cant,84,,,
3762,i certainly,9,,,
3763,i chuckled,10,negative,,
3764,i consider,15,,,
3765,i could,93,,,
3766,i couldnt,35,between,,
3767,i cringed,10,,,
3768,i did,189,,,
3769,i didnt,83,between,,
3770,i die,15,,,
3771,i do,208,,,
3772,i dont,133,between,,
3773,i doubt,10,between,,
3774,i emerge,10,,,
3775,i enjoy,79,positive,,
3776,i enjoyed,71,positive,,
3777,i even,18,,,
3778,i expect,60,between,,
3779,i expected,48,between,,
3780,i feel,44,,,
3781,i felt,34,between,,
3782,i find,14,,,
3783,i found,48,,,
3784,i gave,23,,,
3785,i get,10,,,
3786,i give,15,,,
3787,i go,52,,,
3788,i got,35,,,
3789,i guess,43,,,
3790,i had,134,,,
3791,i hadnt,17,between,,
3792,i hate,14,,,
3793,i have,258,,,
3794,i havent,28,,,
3795,i honestly,10,,,
3796,i hope,20,,,
3797,i just,48,,,
3798,i kept,10,,,
3799,i know,19,,,
3800,i laughed,54,positive,,
3801,i learned,10,,,
3802,i left,13,,,
3803,i like,93,positive,,
3804,i liked,67,positive,,
3805,i love,129,positive,,
3806,i loved,45,positive,,
3807,i may,15,,,
3808,i mean,75,,,
3809,i mention,10,,,
3810,i might,15,,,
3811,i must,29,,,
3812,i never,35,,,
3813,i normally,10,,,
3814,i only,9,,,
3815,i read,14,,,
3816,i realize,10,,,
3817,i really,110,,,
3818,i recommend,19,positive,,
3819,i said,15,,,
3820,i saw,67,,,
3821,i say,24,,,
3822,i see,15,,,
3823,i should,23,,,
3824,i spent,19,,,
3825,i still,25,,,
3826,i struggled,10,negative,,
3827,i suppose,10,,,
3828,i the,20,,,
3829,i think,128,,,
3830,i thoroughly,9,between,,
3831,i though,156,,,
3832,i thought,140,,,
3833,i truly,15,,,
3834,i understand,10,,,
3835,i venture,10,,,
3836,i walked,23,,,
3837,i want,112,between,,
3838,i wanted,42,,,
3839,i was,327,,,
3840,i wasnt,25,negative,,
3841,i watch,34,,,
3842,i watched,23,,,
3843,i went,40,,,
3844,i will,64,,,
3845,i wish,54,between,,
3846,i wont,13,,,
3847,i would,143,between,,
3848,i wouldnt,34,,,
3849,ice cube,168,,,
3850,ice cubes,10,,,
3851,ice t,74,,,
3852,id like,34,,,
3853,id recommend,10,between,,
3854,id say,30,,,
3855,id see,15,,,
3856,idea but,10,,,
3857,idea of,29,,,
3858,idea what,10,,,
3859,idea why,9,,,
3860,ie the,126,,,
3861,if a,29,,,
3862,if anyone,12,,,
3863,if he,48,,,
3864,if hes,10,,,
3865,if i,109,,,
3866,if it,64,,,
3867,if its,15,,,
3868,if not,25,,,
3869,if only,24,between,,
3870,if she,20,,,
3871,if so,9,,,
3872,if that,9,,,
3873,if the,103,,,
3874,if there,15,,,
3875,if they,29,,,
3876,if this,39,between,,
3877,if we,10,,,
3878,if you,492,,,
3879,if your,144,,,
3880,if youre,104,,,
3881,if youve,9,,,
3882,ignore the,23,between,,
3883,ill get,20,,,
3884,ill just,15,,,
3885,ill leave,25,,,
3886,ill never,20,,,
3887,ill probably,20,,,
3888,ill say,30,,,
3889,illness a,10,,,
3890,im a,155,,,
3891,im afraid,10,negative,,
3892,im also,10,,,
3893,im as,20,,,
3894,im at,15,,,
3895,im being,10,,,
3896,im in,40,,,
3897,im not,57,,,
3898,im really,7,,,
3899,im so,19,,,
3900,im sorry,10,,,
3901,im sure,15,,,
3902,im surprised,9,between,,
3903,images of,10,,,
3904,imagine how,10,,,
3905,impossible to,15,,,
3906,impress his,10,,,
3907,in   ,14,,,
3908,in a,850,,,
3909,in addition,20,,,
3910,in all,69,,,
3911,in an,194,,,
3912,in and,59,,,
3913,in another,30,,,
3914,in any,30,,,
3915,in anything,10,,,
3916,in aokigahara,15,,,
3917,in at,29,,,
3918,in atlanta,10,,,
3919,in black,14,,,
3920,in both,14,,,
3921,in burnt,49,,,
3922,in college,10,,,
3923,in comedy,10,,,
3924,in commercials,10,,,
3925,in comparison,20,,,
3926,in conclusion,15,,,
3927,in creating,15,,,
3928,in daddys,30,,,
3929,in daytona,15,,,
3930,in dirty,19,,,
3931,in dont,8,,,
3932,in even,15,,,
3933,in every,48,,,
3934,in everything,15,,,
3935,in expect,10,,,
3936,in fact,25,,,
3937,in film,20,,,
3938,in films,9,,,
3939,in for,35,,,
3940,in from,10,,,
3941,in front,10,,,
3942,in general,25,,,
3943,in harts,25,,,
3944,in her,30,,,
3945,in him,10,,,
3946,in his,100,,,
3947,in hollywood,10,,,
3948,in i,241,,,
3949,in it,155,,,
3950,in its,65,,,
3951,in january,39,,,
3952,in japan,60,,,
3953,in law,15,,,
3954,in life,15,,,
3955,in like,10,,,
3956,in london,35,,,
3957,in love,10,,,
3958,in man,20,,,
3959,in many,15,,,
3960,in may,10,,,
3961,in mind,15,,,
3962,in most,18,,,
3963,in movies,30,,,
3964,in my,78,,,
3965,in need,25,,,
3966,in new,19,,,
3967,in no,25,,,
3968,in norm,10,,,
3969,in on,49,,,
3970,in one,25,,,
3971,in only,10,,,
3972,in order,50,,,
3973,in other,25,,,
3974,in our,9,,,
3975,in particular,14,,,
3976,in parts,20,,,
3977,in place,20,,,
3978,in places,15,,,
3979,in quality,9,,,
3980,in real,35,,,
3981,in reality,24,,,
3982,in ride,30,,,
3983,in rush,9,,,
3984,in s,408,,,
3985,in search,10,,,
3986,in some,50,,,
3987,in spite,25,between,,
3988,in story,10,,,
3989,in such,15,,,
3990,in terms,40,,,
3991,in that,68,,,
3992,in the,1643,,,
3993,in theater,35,,,
3994,in theaters,30,,,
3995,in their,40,,,
3996,in them,10,,,
3997,in there,15,,,
3998,in these,15,,,
3999,in this,407,,,
4000,in those,10,,,
4001,in time,10,,,
4002,in to,60,,,
4003,in top,10,,,
4004,in truth,10,,,
4005,in trying,15,,,
4006,in what,15,,,
4007,in which,45,,,
4008,in with,25,,,
4009,in years,20,,,
4010,in yet,9,,,
4011,in you,30,,,
4012,in your,20,,,
4013,inability to,10,,,
4014,including a,20,,,
4015,incredibly funny,10,positive,,
4016,incredibly predictable,14,negative,,
4017,incredibly stupid,10,negative,,
4018,indulge in,10,,,
4019,ingredients in,10,,,
4020,inside masters,6,,,
4021,inside out,10,,,
4022,instead it,10,,,
4023,instead of,53,,,
4024,instructions regarding,6,,,
4025,intense moments,10,between,,
4026,interest in,20,,,
4027,interested  ,10,,,
4028,interested in,30,,,
4029,interested me,10,positive,,
4030,interesting  ,25,between,,
4031,interesting and,20,positive,,
4032,interesting but,10,between,,
4033,interesting characters,9,between,,
4034,interesting film,14,between,,
4035,interesting one,10,between,,
4036,interesting premise,15,between,,
4037,interesting story,9,between,,
4038,interesting than,10,between,,
4039,interesting to,10,,,
4040,interminable farrago,6,,,
4041,into a,119,,,
4042,into an,25,,,
4043,into aokigahara,10,,,
4044,into his,14,,,
4045,into it,30,,,
4046,into so,10,,,
4047,into the,198,,,
4048,into their,15,,,
4049,into these,10,,,
4050,into thin,10,,,
4051,into this,34,,,
4052,into too,10,,,
4053,into what,15,,,
4054,intriguing premise,15,between,,
4055,invested in,9,,,
4056,involved in,20,,,
4057,is a,1536,,,
4058,is about,44,,,
4059,is absolute,15,between,,
4060,is absolutely,10,,,
4061,is actual,44,,,
4062,is actually,39,between,,
4063,is after,20,,,
4064,is all,30,,,
4065,is almost,15,between,,
4066,is also,34,,,
4067,is always,19,,,
4068,is amusing,9,between,,
4069,is an,226,,,
4070,is and,72,,,
4071,is another,14,,,
4072,is anything,10,,,
4073,is as,60,,,
4074,is at,25,,,
4075,is atrocious,9,negative,,
4076,is aubrey,9,,,
4077,is awesome,9,positive,,
4078,is awful,14,,,
4079,is back,15,,,
4080,is bad,10,,,
4081,is based,15,,,
4082,is basic,10,,,
4083,is because,25,,,
4084,is being,10,,,
4085,is best,24,positive,,
4086,is better,24,between,,
4087,is boring,10,negative,,
4088,is brilliant,9,positive,,
4089,is but,10,,,
4090,is by,19,,,
4091,is certainly,14,,,
4092,is clearly,15,,,
4093,is close,10,,,
4094,is comedy,14,,,
4095,is completely,10,,,
4096,is damn,7,,,
4097,is de,129,,,
4098,is decent,10,,,
4099,is definitely,34,between,,
4100,is determined,10,,,
4101,is dick,10,,,
4102,is directed,17,,,
4103,is dirty,10,,,
4104,is doing,15,,,
4105,is een,8,,,
4106,is essentially,14,,,
4107,is even,20,,,
4108,is exactly,20,,,
4109,is extremely,15,between,,
4110,is fairly,10,between,,
4111,is far,10,,,
4112,is fast,10,,,
4113,is filled,9,,,
4114,is fine,45,,,
4115,is food,25,,,
4116,is for,80,,,
4117,is forced,15,between,,
4118,is from,10,,,
4119,is full,14,,,
4120,is fun,75,positive,,
4121,is funny,57,positive,,
4122,is getting,15,,,
4123,is given,20,,,
4124,is going,34,,,
4125,is good,78,positive,,
4126,is great,45,positive,,
4127,is guaranteed,9,between,,
4128,is happening,10,,,
4129,is hard,20,,,
4130,is he,50,,,
4131,is her,15,,,
4132,is here,10,,,
4133,is hilarious,25,positive,,
4134,is his,15,,,
4135,is horrendous,10,negative,,
4136,is horribly,10,,,
4137,is how,15,,,
4138,is i,879,,,
4139,is if,20,,,
4140,is in,184,,,
4141,is incredibly,15,positive,,
4142,is interesting,9,positive,,
4143,is it,74,,,
4144,is its,34,,,
4145,is just,94,between,,
4146,is kind,39,,,
4147,is known,10,,,
4148,is late,14,,,
4149,is left,15,between,,
4150,is like,38,,,
4151,is looking,10,,,
4152,is made,19,,,
4153,is making,10,,,
4154,is merely,10,between,,
4155,is more,50,,,
4156,is most,31,,,
4157,is mostly,22,,,
4158,is movie,1182,,,
4159,is much,25,,,
4160,is nearly,10,,,
4161,is never,10,,,
4162,is no,438,negative,,
4163,is not,324,negative,,
4164,is nothing,27,negative,,
4165,is now,35,,,
4166,is okay,20,between,,
4167,is on,416,,,
4168,is one,344,,,
4169,is only,34,between,,
4170,is otherwise,10,between,,
4171,is out,20,,,
4172,is over,65,,,
4173,is overall,15,between,,
4174,is painfully,12,negative,,
4175,is pedestrian,10,negative,,
4176,is playing,10,,,
4177,is pointless,9,negative,,
4178,is predictable,25,negative,,
4179,is presented,10,,,
4180,is pretty,73,,,
4181,is probably,40,between,,
4182,is quite,45,,,
4183,is raunchy,18,,,
4184,is real,40,,,
4185,is really,34,,,
4186,is restarting,7,,,
4187,is ridiculous,10,negative,,
4188,is right,20,,,
4189,is ruined,10,negative,,
4190,is seem,14,,,
4191,is set,25,,,
4192,is shit,14,,,
4193,is simple,10,,,
4194,is simply,10,,,
4195,is so,198,,,
4196,is solid,15,,,
4197,is some,75,,,
4198,is something,15,,,
4199,is sometimes,10,,,
4200,is somewhat,25,,,
4201,is sporadically,9,between,,
4202,is spot,10,,,
4203,is still,104,,,
4204,is straight,10,,,
4205,is strictly,9,,,
4206,is stuck,10,,,
4207,is such,15,,,
4208,is supposed,10,,,
4209,is terrible,15,negative,,
4210,is that,136,,,
4211,is the,454,,,
4212,is there,33,,,
4213,is this,24,,,
4214,is thrown,10,,,
4215,is to,74,,,
4216,is too,14,,,
4217,is trying,35,,,
4218,is unfolding,7,,,
4219,is unrealistic,10,negative,,
4220,is up,10,,,
4221,is utterly,10,negative,,
4222,is very,64,,,
4223,is wasted,14,negative,,
4224,is way,36,,,
4225,is well,35,,,
4226,is what,53,,,
4227,is when,15,,,
4228,is where,10,,,
4229,is will,30,,,
4230,is with,14,,,
4231,is worth,34,,,
4232,is write,10,,,
4233,is you,15,,,
4234,isnt a,69,,,
4235,isnt an,25,,,
4236,isnt any,20,,,
4237,isnt anything,10,negative,,
4238,isnt as,10,negative,,
4239,isnt enough,10,negative,,
4240,isnt one,10,negative,,
4241,isnt real,10,negative,,
4242,isnt the,20,negative,,
4243,isnt very,10,,,
4244,issue in,10,,,
4245,issue is,9,,,
4246,it  coope,10,,,
4247,it  dirt,15,,,
4248,it  it,18,,,
4249,it  rid,14,,,
4250,it  ther,10,,,
4251,it  there,9,,,
4252,it  wo,10,,,
4253,it a,514,,,
4254,it about,10,,,
4255,it absolutely,10,between,,
4256,it actually,9,,,
4257,it adds,10,,,
4258,it afloat,8,,,
4259,it again,25,,,
4260,it aint,10,,,
4261,it all,65,,,
4262,it also,20,,,
4263,it an,174,,,
4264,it and,139,,,
4265,it any,20,,,
4266,it anyway,10,,,
4267,it as,25,,,
4268,it at,19,,,
4269,it back,20,,,
4270,it be,79,,,
4271,it become,29,,,
4272,it becomes,25,,,
4273,it before,10,,,
4274,it better,9,,,
4275,it burnt,10,,,
4276,it but,70,,,
4277,it can,29,,,
4278,it certain,10,,,
4279,it clear,10,,,
4280,it come,60,,,
4281,it comes,48,,,
4282,it completely,10,,,
4283,it could,68,,,
4284,it couldve,14,,,
4285,it deserves,14,,,
4286,it did,40,positive,,
4287,it didnt,20,negative,,
4288,it does,130,between,,
4289,it doesnt,89,negative,,
4290,it either,10,between,,
4291,it ends,15,,,
4292,it even,15,,,
4293,it features,10,,,
4294,it feels,15,,,
4295,it felt,10,,,
4296,it finally,10,,,
4297,it for,111,,,
4298,it from,30,,,
4299,it funny,9,,,
4300,it gets,15,,,
4301,it girl,10,,,
4302,it go,25,,,
4303,it goes,15,,,
4304,it had,70,,,
4305,it has,96,,,
4306,it he,25,,,
4307,it her,10,,,
4308,it i,709,,,
4309,it if,15,,,
4310,it im,10,,,
4311,it in,105,,,
4312,it into,20,,,
4313,it is,444,,,
4314,it isnt,15,,,
4315,it it,75,,,
4316,it just,93,,,
4317,it leaves,15,between,,
4318,it look,35,,,
4319,it looks,28,between,,
4320,it made,39,,,
4321,it makes,34,,,
4322,it may,79,,,
4323,it maybe,10,,,
4324,it met,10,,,
4325,it might,20,,,
4326,it more,34,,,
4327,it mostly,10,between,,
4328,it must,9,,,
4329,it never,34,negative,,
4330,it norm,10,,,
4331,it not,44,negative,,
4332,it on,50,,,
4333,it only,25,between,,
4334,it open,15,,,
4335,it or,20,,,
4336,it out,20,,,
4337,it over,10,,,
4338,it plays,10,,,
4339,it provides,15,between,,
4340,it really,64,,,
4341,it relies,15,between,,
4342,it right,10,,,
4343,it safe,10,,,
4344,it seem,30,,,
4345,it seemed,10,between,,
